2021.06.27 星期日
23:21 6.27台灣阿正有男38政府機關0.5 其實當他朋友比當伴侶好很多，他對伴侶幾乎都放在最後面
23:21 德行天下 其實你們兩個的問題我已經看的很透徹了
23:21 6.27台灣阿正有男38政府機關0.5 其實我們兩個也很清楚
23:21 德行天下 對呀，所以你們該試著談談了真的
23:21 德行天下 那為何不果斷的打開窗談談呢
23:22 6.27台灣阿正有男38政府機關0.5 找不到一個契機吧，但我也不想在爭吵中離開
23:22 德行天下 和平分手，是紳士的作為
23:22 6.27台灣阿正有男38政府機關0.5 下次見面是真的要好好談談
23:23 德行天下 這樣你也好尋找新的戀情
23:23 6.27台灣阿正有男38政府機關0.5 趁現在應該還找的到的情況下
23:24 6.27台灣阿正有男38政府機關0.5 年紀再大一點感覺更難找了，XD
23:24 德行天下 我覺得我們挺合適的XD
23:24 6.27台灣阿正有男38政府機關0.5 你平常不是都要睡覺了，會不會影響到你，太晚睡了
23:25 6.27台灣阿正有男38政府機關0.5 真的就算認識一陣子，也沒跟人講這麼多過
23:25 6.27台灣阿正有男38政府機關0.5 而且也是第一次把心裡想的跟人說
23:25 德行天下 和你聊天，聊的沉迷了，下午忘記買菜，現在忘記睡覺XD
23:26 德行天下 我也是呀兩年了
23:26 德行天下 我也是把自己最寶貴的東西分享出來了
23:26 6.27台灣阿正有男38政府機關0.5 睡覺還是要睡啦，你上班需要有好的思緒，腦袋要很清楚啊
23:26 德行天下 謝謝理解
23:27 德行天下 你不說時間我都沒看
23:27 6.27台灣阿正有男38政府機關0.5 也該準備再出發，迎接新的人生
23:27 德行天下 哈哈
23:27 德行天下 還有半個小時就12點了
23:27 德行天下 我們好好相處一下吧
23:27 德行天下 和你聊天心情很愉悅
23:27 6.27台灣阿正有男38政府機關0.5 我是時間差不多，但你真的要休息啦
23:27 德行天下 就像在和自己的影子聊天，那麼雷同
23:28 德行天下 好的
23:28 6.27台灣阿正有男38政府機關0.5 讓你想起一些不好的事，還怕影響你心情呢
23:28 6.27台灣阿正有男38政府機關0.5 想法是蠻類似的
23:28 德行天下 這麼多年終於是說了出來
23:28 6.27台灣阿正有男38政府機關0.5 這樣聊很輕鬆
23:29 德行天下 對呀
23:29 6.27台灣阿正有男38政府機關0.5 可以多認識一下，彼此多瞭解點也很好
23:29 德行天下 我也是這麼認為
23:29 德行天下 一樣的想法
23:29 6.27台灣阿正有男38政府機關0.5 這年紀還能有個什麼都能聊的人，真的很不容易
23:29 德行天下 海內存知己天涯若比鄰
23:29 6.27台灣阿正有男38政府機關0.5 就算讀書時期很好的朋友，有些面向的事情也沒辦法跟他們說
23:30 6.27台灣阿正有男38政府機關0.5 真的找不到人說心裡話
23:30 6.27台灣阿正有男38政府機關0.5 多虧了你，不然關在家裡這幾天，真的只會胡思亂想
23:30 德行天下 沒錯，圈子問題關係鏈問題
23:31 6.27台灣阿正有男38政府機關0.5 講出來，感覺腦袋也清晰很多
23:31 德行天下 緣分，我也一個人孤獨沉思好久了
23:31 6.27台灣阿正有男38政府機關0.5 圈內問題真的沒人可以談
23:31 德行天下 謝謝你的認可
23:31 6.27台灣阿正有男38政府機關0.5 光想真的只會心情更低落
23:31 德行天下 感恩相識，感恩遇見
23:31 6.27台灣阿正有男38政府機關0.5 也聽了你很多故事啊
23:31 德行天下 我也從來沒找到
23:32 德行天下 我這個人就是喜歡分享，但是也分人
23:32 德行天下 世界上最美味的東西就是分享
23:32 6.27台灣阿正有男38政府機關0.5 很歡迎你來跟我說
23:33 德行天下 贴图
23:33 6.27台灣阿正有男38政府機關0.5 贴图
23:34 德行天下 那我們一起入睡吧
23:34 6.27台灣阿正有男38政府機關0.5 好啊，早點休息吧
23:34 德行天下 祝你好夢
23:34 6.27台灣阿正有男38政府機關0.5 你也是
23:34 6.27台灣阿正有男38政府機關0.5 晚安
23:34 德行天下 贴图
23:34 德行天下 晚安
23:34 6.27台灣阿正有男38政府機關0.5 贴图
2021.06.28 星期一
11:57 德行天下 午好
11:58 6.27台灣阿正有男38政府機關0.5 午安阿
11:58 6.27台灣阿正有男38政府機關0.5 休息時間嗎?
11:59 德行天下 今天週一股市波動大
11:59 德行天下 沒有什麼時間哦早上一來的時候就很忙
11:59 6.27台灣阿正有男38政府機關0.5 就想說你應該這個工作都是很即時，應該空檔會比較少
12:00 6.27台灣阿正有男38政府機關0.5 還沒要吃午餐嗎?
12:08 德行天下 一陣一陣的忙XD
12:09 德行天下 吃過了
12:09 德行天下 你呢
12:09 6.27台灣阿正有男38政府機關0.5 辛苦了
12:09 6.27台灣阿正有男38政府機關0.5 正在吃
12:09 德行天下 图片
12:10 德行天下 我忙一下
12:10 6.27台灣阿正有男38政府機關0.5 你先忙
12:10 德行天下 不忙了再發訊息給你
12:10 6.27台灣阿正有男38政府機關0.5 好喔
13:54 德行天下 怎麼樣
13:54 德行天下 今天工作還順利嗎
14:03 6.27台灣阿正有男38政府機關0.5 還可以
14:03 6.27台灣阿正有男38政府機關0.5 不過外面一直下雨
14:03 德行天下 我剛忙好
14:03 6.27台灣阿正有男38政府機關0.5 來現場看案子執行情形
14:04 6.27台灣阿正有男38政府機關0.5 剛剛才到，準備要開始查驗
14:04 6.27台灣阿正有男38政府機關0.5 所以會換我開始忙XD
14:04 德行天下 下雨天更有詩情畫意，更加適合談戀愛哦
14:04 德行天下 XD
14:05 德行天下 哈哈，好的
14:05 德行天下 沒事你先忙工作第一
14:05 6.27台灣阿正有男38政府機關0.5 好喔
14:05 6.27台灣阿正有男38政府機關0.5 先忙
14:06 德行天下 贴图
15:07 6.27台灣阿正有男38政府機關0.5 忙完了，要準備回去辦公室了
15:08 德行天下 終於可以好好休息下了哦
15:08 德行天下 辛苦了
